publication_date,effective_on,agencies,agency_names,title,abstract,action,type,president,dates,citation,document_number,regulation_id_numbers,json_url,raw_text_url,html_url,president_id,publication_dt,publication_year,publication_month,susp,actual_susp
4/10/2001,5/10/2001,"[{'raw_name': 'FEDERAL COMMUNICATIONS COMMISSION', 'name': 'Federal Communications Commission', 'id': 161, 'url': 'https://www.federalregister.gov/agencies/federal-communications-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/161', 'parent_id': None, 'slug': 'federal-communications-commission'}]",Federal Communications Commission,Experimental Broadcast Station Multiple Ownership Rule,"This document eliminates the Commission rule that prohibited a broadcast licensee from having more than one experimental radio station license without first making a showing that its program of research requires a licensing of two or more separate stations. The rule was eliminated because other Commission rules prohibit the harms this rule was meant to address. Additionally, elimination of the rule would allow licensees to devote their resources to research more efficiently during the operation of experimental broadcast stations.",Final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","Effective May 10, 2001.",66 FR 18570,Jan-20,,https://www.federalregister.gov/api/v1/documents/01-8720?publication_date=2001-04-10,https://www.federalregister.gov/documents/full_text/text/2001/04/10/01-8720.txt,https://www.federalregister.gov/documents/2001/04/10/01-8720/experimental-broadcast-station-multiple-ownership-rule,george-w-bush,2001-04-10 00:00:00 UTC,2001,4,0,0
4/26/2001,4/20/2001,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Animal and Plant Health Inspection Service', 'name': 'Animal and Plant Health Inspection Service', 'id': 22, 'url': 'https://www.federalregister.gov/agencies/animal-and-plant-health-inspection-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/22', 'parent_id': 12, 'slug': 'animal-and-plant-health-inspection-service'}]","Agriculture Department, Animal and Plant Health Inspection Service",Brucellosis in Cattle; State and Area Classifications; Oklahoma,We are amending the brucellosis regulations concerning the interstate movement of cattle by changing the classification of Oklahoma from Class A to Class Free. We have determined that Oklahoma meets the standards for Class Free status. This action relieves certain restrictions on the interstate movement of cattle from Oklahoma.,Interim rule and request for comments.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","This interim rule was effective April 20, 2001. We invite you to comment on this docket. We will consider all comments that we receive by June 25, 2001.",66 FR 20899,01-10385,,https://www.federalregister.gov/api/v1/documents/01-10385?publication_date=2001-04-26,https://www.federalregister.gov/documents/full_text/text/2001/04/26/01-10385.txt,https://www.federalregister.gov/documents/2001/04/26/01-10385/brucellosis-in-cattle-state-and-area-classifications-oklahoma,george-w-bush,2001-04-26 00:00:00 UTC,2001,4,0,0
3/13/2001,3/8/2001,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Commodity Credit Corporation', 'name': 'Commodity Credit Corporation', 'id': 76, 'url': 'https://www.federalregister.gov/agencies/commodity-credit-corporation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/76', 'parent_id': 12, 'slug': 'commodity-credit-corporation'}]","Agriculture Department, Commodity Credit Corporation",Limited California Cooperative Insolvency Payment Program,"This rule sets forth the regulations for the Limited California Cooperative Insolvency Payment Program authorized by the Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2001 (the Act). Fruit and vegetable producers who are members of a large California cooperative recently suffered losses due to the insolvency of that cooperative. Congress has designated $20 million for their benefit. This rule implements that program.",Final Rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","Effective March 8, 2001.",66 FR 14479,Jan-79,0560-AG41,https://www.federalregister.gov/api/v1/documents/01-6179?publication_date=2001-03-13,https://www.federalregister.gov/documents/full_text/text/2001/03/13/01-6179.txt,https://www.federalregister.gov/documents/2001/03/13/01-6179/limited-california-cooperative-insolvency-payment-program,george-w-bush,2001-03-13 00:00:00 UTC,2001,3,0,0
3/14/2001,12/29/2000,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Health Care Financing Administration', 'name': 'Health Care Finance Administration', 'id': 559, 'url': 'https://www.federalregister.gov/agencies/health-care-finance-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/559', 'parent_id': 221, 'slug': 'health-care-finance-administration'}]","Health and Human Services Department, Health Care Finance Administration",Medicare Program; Expanded Coverage for Outpatient Diabetes Self-Management Training and Diabetes Outcome Measurements,"In the December 29, 2000 issue of the Federal Register (65 FR 83130), we published a final rule that implements section 4105 of the Balanced Budget Act by expanding Medicare coverage for outpatient diabetes self-management training and establishes outcome measurements for evaluating the improvement of the health status of Medicare beneficiaries with diabetes. The final rule provided for a 60-day delay from the publication date in implementing the expanded coverage of the diabetes training; that is, February 27, 2001. We unknowingly delayed forwarding our report on the final rule to the Congress for review under 5 U.S.C. 801(a) at the time we published the final rule. This document reaffirms that the final rule, and its expansion of Medicare coverage for outpatient diabetes self-management training, went into effect on February 27, 2001, notwithstanding the delay in forwarding our report to the Congress. It also corrects cost assumptions that were overstated in the final rule.",Final rule; correction and confirmation of effective date.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","The effective date of the final rule published December 29, 2000 (65 FR 83130), is confirmed as February 27, 2001.",66 FR 14861,Jan-10,0938-AI96,https://www.federalregister.gov/api/v1/documents/01-6310?publication_date=2001-03-14,https://www.federalregister.gov/documents/full_text/text/2001/03/14/01-6310.txt,https://www.federalregister.gov/documents/2001/03/14/01-6310/medicare-program-expanded-coverage-for-outpatient-diabetes-self-management-training-and-diabetes,george-w-bush,2001-03-14 00:00:00 UTC,2001,3,0,0
4/30/2001,9/21/2001,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Coast Guard', 'name': 'Coast Guard', 'id': 53, 'url': 'https://www.federalregister.gov/agencies/coast-guard', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/53', 'parent_id': 227, 'slug': 'coast-guard'}]","Transportation Department, Coast Guard","Safety Zone: McArdle Bridge Repairs-Boston, Massachusetts","<RM>The Coast Guard is establishing a temporary safety zone for repairs to the McArdle Bridge; during nine 3\1/2\ day closure periods between April 2, 2001 and September 21, 2001, in Boston, MA. The safety zone temporarily closes all waters of Boston Inner Harbor one hundred (100) yards upstream and downstream from the McArdle Bridge. The safety zone prohibits entry into or movement within this portion of Boston Inner Harbor during the closure periods without Captain of the Port authorization and is needed to allow The Middlesex Corporation (TMC) to conduct repairs on the McArdle Bridge.",<RM>Temporary final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","<RM>This rule is effective from sunrise Monday, April 2 until sunset Friday, September 21, 2001.",66 FR 21284,01-10574,2115-AA97,https://www.federalregister.gov/api/v1/documents/01-10574?publication_date=2001-04-30,https://www.federalregister.gov/documents/full_text/text/2001/04/30/01-10574.txt,https://www.federalregister.gov/documents/2001/04/30/01-10574/safety-zone-mcardle-bridge-repairs-boston-massachusetts,george-w-bush,2001-04-30 00:00:00 UTC,2001,4,0,0
4/10/2001,5/15/2001,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration",Airworthiness Directives; Cessna Model 750 Airplanes,"This amendment adopts a new airworthiness directive (AD), applicable to certain Cessna Model 750 airplanes, that requires removal of a certain existing bulkhead web doubler, installation of left and right bulkhead web doublers, and enlargement of the lightening holes. This action is necessary to prevent jamming of the roll control system, due to inadequate clearance between the control cable and the web, which could result in reduced controllability of the airplane.",Final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","Effective May 15, 2001.",66 FR 18521,Jan-11,2120-AA64,https://www.federalregister.gov/api/v1/documents/01-8611?publication_date=2001-04-10,https://www.federalregister.gov/documents/full_text/text/2001/04/10/01-8611.txt,https://www.federalregister.gov/documents/2001/04/10/01-8611/airworthiness-directives-cessna-model-750-airplanes,george-w-bush,2001-04-10 00:00:00 UTC,2001,4,0,0
3/30/2001,3/30/2001,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","Health and Human Services Department, Food and Drug Administration","Foods, Infant Formulas, and Dietary Supplements; Technical Amendments","The Food and Drug Administration (FDA) is making technical amendments to its regulations that address food labeling, common or usual names for nonstandardized foods, infant formulas, food standards, and dietary supplements. The purpose of the amendments is to update the names, addresses, and phone numbers for FDA offices and professional organizations, to correct minor errors and inadvertent omissions in the Code of Federal Regulations (CFR), and to delete obsolete information. The technical amendments made by this final rule are editorial in nature and are intended to provide accuracy and clarity to the agency's regulations.",Final rule; technical amendments.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","This rule is effective March 30, 2001.",66 FR 17356,Jan-80,,https://www.federalregister.gov/api/v1/documents/01-7980?publication_date=2001-03-30,https://www.federalregister.gov/documents/full_text/text/2001/03/30/01-7980.txt,https://www.federalregister.gov/documents/2001/03/30/01-7980/foods-infant-formulas-and-dietary-supplements-technical-amendments,george-w-bush,2001-03-30 00:00:00 UTC,2001,3,0,0
2/6/2001,3/19/2001,"[{'raw_name': 'FEDERAL COMMUNICATIONS COMMISSION', 'name': 'Federal Communications Commission', 'id': 161, 'url': 'https://www.federalregister.gov/agencies/federal-communications-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/161', 'parent_id': None, 'slug': 'federal-communications-commission'}]",Federal Communications Commission,"Digital Television Broadcast Service; Henderson, NV","The Commission, at the request of KVVU Broadcasting Corporation, licensee of station KVVU-TV, NTSC channel 5, substitutes DTV channel 9 for DTV 24 at Henderson, Nevada. See 65 FR 59797, October 6, 2000. DTV channel 9 can be allotted to Henderson in compliance with the principle community coverage requirements of Section 73.625(a) at reference coordinates (36-00-28 N. and 115-00-24 W.) with a power of 85.6, HAAT of 407 meters and with a DTV service population of 734 thousand. With this action, this proceeding is terminated.",Final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","Effective March 19, 2001.",66 FR 9038,Jan-15,,https://www.federalregister.gov/api/v1/documents/01-3015?publication_date=2001-02-06,https://www.federalregister.gov/documents/full_text/text/2001/02/06/01-3015.txt,https://www.federalregister.gov/documents/2001/02/06/01-3015/digital-television-broadcast-service-henderson-nv,george-w-bush,2001-02-06 00:00:00 UTC,2001,2,0,0
4/18/2001,5/15/2001,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Coast Guard', 'name': 'Coast Guard', 'id': 53, 'url': 'https://www.federalregister.gov/agencies/coast-guard', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/53', 'parent_id': 227, 'slug': 'coast-guard'}]","Transportation Department, Coast Guard","Drawbridge Operation Regulations: Harlem River, NY","The Coast Guard is temporarily changing the drawbridge operation regulations for the two Broadway bridges, at mile 6.8, across the Harlem River at New York City, New York. This temporary rule will allow the bridge owner to need not open the bridges for the passage of navigation from May 15, 2001 through August 15, 2001, in order to facilitate bridge painting operations at the bridge. Vessels that can pass under the bridges without bridge openings may do so at any time.",Temporary final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","This rule is effective from May 15, 2001 through August 15, 2001.",66 FR 19856,Jan-35,2115-AE47,https://www.federalregister.gov/api/v1/documents/01-9535?publication_date=2001-04-18,https://www.federalregister.gov/documents/full_text/text/2001/04/18/01-9535.txt,https://www.federalregister.gov/documents/2001/04/18/01-9535/drawbridge-operation-regulations-harlem-river-ny,george-w-bush,2001-04-18 00:00:00 UTC,2001,4,0,0
3/1/2001,4/16/2001,"[{'raw_name': 'FEDERAL COMMUNICATIONS COMMISSION', 'name': 'Federal Communications Commission', 'id': 161, 'url': 'https://www.federalregister.gov/agencies/federal-communications-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/161', 'parent_id': None, 'slug': 'federal-communications-commission'}]",Federal Communications Commission,Attribution Rules; Correction,"The Federal Communications Commission published in the Federal Register of February 13, 2001 (66 FR 9962), a document revising rules governing attribution of ownership interests. This document contains a correction to those rules.",Final rule; correction.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","Effective April 16, 2001.",66 FR 12897,Jan-95,,https://www.federalregister.gov/api/v1/documents/01-4795?publication_date=2001-03-01,https://www.federalregister.gov/documents/full_text/text/2001/03/01/01-4795.txt,https://www.federalregister.gov/documents/2001/03/01/01-4795/attribution-rules-correction,george-w-bush,2001-03-01 00:00:00 UTC,2001,3,0,0
3/19/2001,3/13/2001,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration","Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; Shrimp Fishery off the Southern Atlantic States; Closure of the Penaeid Shrimp Fisheries off South Carolina and Georgia","NMFS closes the trawl fishery for penaeid shrimp, i.e., brown, pink, and white shrimp, in the EEZ off South Carolina and Georgia. This closure action is taken in accordance with the procedures and criteria specified in the Fishery Management Plan for the Shrimp Fishery of the South Atlantic Region (FMP) and its implementing regulations and is intended to protect the spawning stock of white shrimp that has been severely depleted by unusually cold weather conditions.",Closure of the penaeid shrimp fisheries in the exclusive economic zone (EEZ) off South Carolina and Georgia.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","The closure is effective March 13, 2001 until the effective date of a notification of opening which will be published in the Federal Register.",66 FR 15357,Jan-23,,https://www.federalregister.gov/api/v1/documents/01-6623?publication_date=2001-03-19,https://www.federalregister.gov/documents/full_text/text/2001/03/19/01-6623.txt,https://www.federalregister.gov/documents/2001/03/19/01-6623/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-shrimp-fishery-off-the-southern,george-w-bush,2001-03-19 00:00:00 UTC,2001,3,0,0
4/26/2001,5/29/2001,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Approval and Promulgation of Air Quality State Implementation Plans (SIP); Texas: Control of Gasoline Volatility,The EPA is approving a State Implementation Plan (SIP) revision submitted by the State of Texas establishing a low-Reid Vapor Pressure (RVP) fuel requirement for gasoline distributed in 95 counties in the eastern and central parts of Texas. Texas developed this fuel requirement to reduce emissions of volatile organic compounds (VOCs) as part of the State's strategy to achieve the National Ambient Air Quality Standard (NAAQS) for ozone in the Houston-Galveston and Dallas- Fort Worth nonattainment areas. We are approving Texas' fuel requirement into the SIP because we found that the fuel requirement is in accordance with the requirements of the Clean Air Act (the Act) as amended in 1990 and is necessary for these nonattainment areas to achieve the ozone NAAQS.,Final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","This final rule is effective on May 29, 2001.",66 FR 20927,01-10251,,https://www.federalregister.gov/api/v1/documents/01-10251?publication_date=2001-04-26,https://www.federalregister.gov/documents/full_text/text/2001/04/26/01-10251.txt,https://www.federalregister.gov/documents/2001/04/26/01-10251/approval-and-promulgation-of-air-quality-state-implementation-plans-sip-texas-control-of-gasoline,george-w-bush,2001-04-26 00:00:00 UTC,2001,4,0,0
4/20/2001,1/12/2001,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Animal and Plant Health Inspection Service', 'name': 'Animal and Plant Health Inspection Service', 'id': 22, 'url': 'https://www.federalregister.gov/agencies/animal-and-plant-health-inspection-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/22', 'parent_id': 12, 'slug': 'animal-and-plant-health-inspection-service'}]","Agriculture Department, Animal and Plant Health Inspection Service",West Indian Fruit Fly; Correction,"We are correcting an error in the rule portion of an interim rule that quarantined a part of Cameron County, TX, because of the West Indian fruit fly and restricted the interstate movement of regulated articles from the quarantined area. The interim rule was published in the Federal Register on January 22, 2001, and was effective on January 12, 2001.",Interim rule and request for comments; correction.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","January 12, 2001.",66 FR 20186,Jan-96,,https://www.federalregister.gov/api/v1/documents/01-9796?publication_date=2001-04-20,https://www.federalregister.gov/documents/full_text/text/2001/04/20/01-9796.txt,https://www.federalregister.gov/documents/2001/04/20/01-9796/west-indian-fruit-fly-correction,george-w-bush,2001-04-20 00:00:00 UTC,2001,4,0,0
3/6/2001,,"[{'raw_name': 'DEPARTMENT OF VETERANS AFFAIRS', 'name': 'Veterans Affairs Department', 'id': 520, 'url': 'https://www.federalregister.gov/agencies/veterans-affairs-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/520', 'parent_id': None, 'slug': 'veterans-affairs-department'}]",Veterans Affairs Department,Revised Criteria for Monetary Allowance for an Individual Born With Spina Bifida Whose Biological Father or Mother Is a Vietnam Veteran,This document amends the evaluation criteria that the Department of Veterans Affairs (VA) uses to determine the amount of the monthly monetary allowance that it pays to an individual born with spina bifida whose biological father or mother is a Vietnam veteran. The intended effect of this amendment is to clarify the criteria to ensure that they are applied consistently and to add a provision allowing the Director of the Compensation and Pension Service to adjust the payment level for individuals with disabling impairments due to spina bifida that are not addressed in the evaluation criteria.,Final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}",,66 FR 13435,Jan-50,2900-AJ51,https://www.federalregister.gov/api/v1/documents/01-5450?publication_date=2001-03-06,https://www.federalregister.gov/documents/full_text/text/2001/03/06/01-5450.txt,https://www.federalregister.gov/documents/2001/03/06/01-5450/revised-criteria-for-monetary-allowance-for-an-individual-born-with-spina-bifida-whose-biological,george-w-bush,2001-03-06 00:00:00 UTC,2001,3,0,0
3/21/2001,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",Securities and Exchange Commission,Firm Quote and Trade-Through Disclosure Rules for Options,"The Securities and Exchange Commission (``Commission'') is extending the compliance date for Rule 11Ac1-7 of the Securities Exchange Act of 1934. Rule 11Ac1-7 requires a broker-dealer to disclose to its customer when the customer's order for listed options is executed at a price inferior to a better published quote, unless the transaction was effected on a market that participates in an intermarket linkage plan approved by the Commission. This rule was published on December 1, 2000 (65 FR 75439).",Final rule; extension of compliance date.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}",,66 FR 15792,Jan-08,3235-AH96,https://www.federalregister.gov/api/v1/documents/01-7008?publication_date=2001-03-21,https://www.federalregister.gov/documents/full_text/text/2001/03/21/01-7008.txt,https://www.federalregister.gov/documents/2001/03/21/01-7008/firm-quote-and-trade-through-disclosure-rules-for-options,george-w-bush,2001-03-21 00:00:00 UTC,2001,3,0,0
3/18/2009,3/18/2009,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Approval and Promulgation of Air Quality Implementation Plans; Alabama; Update to Materials Incorporated by Reference,"EPA is publishing this action to provide the public with notice of the update to the Alabama State Implementation Plan (SIP) compilation. In particular, materials submitted by Alabama that are incorporated by reference (IBR) into the Alabama SIP are being updated to reflect EPA-approved revisions to Alabama's SIP that have occurred since the last update. In this action EPA is also notifying the public of the correction of certain typographical errors.",Final rule; notice of administrative change.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This action is effective March 18, 2009.",74 FR 11483,E9-5732,,https://www.federalregister.gov/api/v1/documents/E9-5732?publication_date=2009-03-18,https://www.federalregister.gov/documents/full_text/text/2009/03/18/E9-5732.txt,https://www.federalregister.gov/documents/2009/03/18/E9-5732/approval-and-promulgation-of-air-quality-implementation-plans-alabama-update-to-materials,barack-obama,2009-03-18 00:00:00 UTC,2009,3,0,0
3/19/2009,,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Approval and Promulgation of Air Quality Implementation Plans; Virginia; Amendments to the Open Burning Regulation,EPA is approving a State Implementation Plan (SIP) revision submitted by the Commonwealth of Virginia. This SIP revision pertains to the amendments of Virginia's open burning regulation. EPA is approving this SIP revision in accordance with the Clean Air Act (CAA).,Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",,74 FR 11661,E9-5822,,https://www.federalregister.gov/api/v1/documents/E9-5822?publication_date=2009-03-19,https://www.federalregister.gov/documents/full_text/text/2009/03/19/E9-5822.txt,https://www.federalregister.gov/documents/2009/03/19/E9-5822/approval-and-promulgation-of-air-quality-implementation-plans-virginia-amendments-to-the-open,barack-obama,2009-03-19 00:00:00 UTC,2009,3,0,0
4/24/2009,4/25/2009,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Agricultural Marketing Service', 'name': 'Agricultural Marketing Service', 'id': 9, 'url': 'https://www.federalregister.gov/agencies/agricultural-marketing-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/9', 'parent_id': 12, 'slug': 'agricultural-marketing-service'}]","Agriculture Department, Agricultural Marketing Service",Onions Grown in South Texas; Change in Regulatory Period,"This rule revises the regulatory period during which minimum grade, size, quality, and maturity requirements are in effect for onions grown in South Texas under Marketing Order No. 959 (order). The previous regulatory period for South Texas onions was March 1 to July 15 of each year. The new regulatory period ends on June 4. Prior to this change, onions subject to order requirements from June 5 to July 15 were present in the market at the same time as onions produced in other areas of the United States not regulated under Federal marketing orders. Changing the ending date of the regulatory period to June 4 relaxes the regulatory requirements for onions covered under the order, and will enable producers and handlers to compete more effectively in the marketplace, and therefore, promote the orderly marketing of onions. The South Texas Onion Committee (Committee), which locally administers the order, unanimously recommended the change.",Interim final rule with request for comments.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","Effective April 25, 2009; comments received by June 23, 2009 will be considered prior to issuance of a final rule.",74 FR 18621,E9-9378,,https://www.federalregister.gov/api/v1/documents/E9-9378?publication_date=2009-04-24,https://www.federalregister.gov/documents/full_text/text/2009/04/24/E9-9378.txt,https://www.federalregister.gov/documents/2009/04/24/E9-9378/onions-grown-in-south-texas-change-in-regulatory-period,barack-obama,2009-04-24 00:00:00 UTC,2009,4,0,0
3/16/2009,,"[{'raw_name': 'DEPARTMENT OF VETERANS AFFAIRS', 'name': 'Veterans Affairs Department', 'id': 520, 'url': 'https://www.federalregister.gov/agencies/veterans-affairs-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/520', 'parent_id': None, 'slug': 'veterans-affairs-department'}]",Veterans Affairs Department,Accreditation of Agents and Attorneys; Agents and Attorney Fees; Correction,This document corrects a Department of Veterans Affairs (VA) final rule that governs the representation of claimants for VA benefits. This correction removes obsolete regulations without making any substantive change to the content of the final rule.,Correcting amendments.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",,74 FR 11037,E9-5547,2900-AM62,https://www.federalregister.gov/api/v1/documents/E9-5547?publication_date=2009-03-16,https://www.federalregister.gov/documents/full_text/text/2009/03/16/E9-5547.txt,https://www.federalregister.gov/documents/2009/03/16/E9-5547/accreditation-of-agents-and-attorneys-agents-and-attorney-fees-correction,barack-obama,2009-03-16 00:00:00 UTC,2009,3,0,0
