publication_date,effective_on,agencies,agency_names,title,abstract,action,type,president,dates,citation,document_number,regulation_id_numbers,json_url,raw_text_url,html_url,president_id,publication_dt,publication_year,publication_month,susp,actual_susp
2001-04-02,2001-05-07,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Airworthiness Directives; Airbus Model A300 B4-601, A300 B4-603, A300 B4-620, A300 B4-605R, A300 B4-622R, and A300 F4-605R Airplanes","This amendment adopts a new airworthiness directive (AD), applicable to all Airbus Model A300 B4-601, A300 B4-603, A300 B4-620, A300 B4-605R, A300 B4-622R, and A300 F4-605R airplanes. This AD requires repetitive high frequency eddy current (HFEC) or rototest inspections to detect cracking in the area surrounding the frame feet attachment holes between fuselage frames (FR) 41 and FR46; installation of new fasteners for certain airplanes; and follow-on corrective actions, if necessary. This AD is prompted by issuance of mandatory continuing airworthiness information by a foreign civil airworthiness authority. The actions specified by this AD are intended to prevent cracking of the center section of the fuselage, which could result in rupture of the frame foot and reduced structural integrity of the airplane.",Final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","Effective May 7, 2001.",66 FR 17490,01-7699,2120-AA64,https://www.federalregister.gov/api/v1/documents/01-7699?publication_date=2001-04-02,https://www.federalregister.gov/documents/full_text/text/2001/04/02/01-7699.txt,https://www.federalregister.gov/documents/2001/04/02/01-7699/airworthiness-directives-airbus-model-a300-b4-601-a300-b4-603-a300-b4-620-a300-b4-605r-a300-b4-622r,george-w-bush,2001-04-02 00:00:00 UTC,2001,4,0,0
2001-03-23,,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,National Primary Drinking Water Regulations; Arsenic and Clarifications to Compliance and New Source Contaminants Monitoring: Delay of Effective Date,"In accordance with the memorandum of January 20, 2001, from the Assistant to the President and Chief of Staff, entitled ``Regulatory Review Plan,'' published in the Federal Register on January 24, 2001, this action temporarily delays for 60 days the effective date of the rule entitled National Primary Drinking Water Regulations; Arsenic and Clarifications to Compliance and New Source Contaminants Monitoring, published in the Federal Register on January 22, 2001, 66 FR 6976. That rule establishes a health-based, non- enforceable Maximum Contaminant Level Goal for arsenic of zero and an enforceable Maximum Contaminant Level for arsenic of 0.01 mg/L (10 ug/ L) for public water systems. In addition, it clarifies monitoring and demonstration of compliance for new systems or sources of drinking water. It also clarifies compliance for State-determined monitoring after exceedances for inorganic, volatile organic, and synthetic organic contaminants. Finally, it recognizes the State-specified time period and sampling frequency for new public water systems and systems using a new source of water to demonstrate compliance with drinking water regulations.",Final rule; delay of effective date.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","The effective date of the National Primary Drinking Water Regulations; Arsenic and Clarifications to Compliance and New Source Contaminants Monitoring, amending 40 CFR Parts 9, 141 and 142, published in the Federal Register on Monday, January 22, 2001, at 66 FR 6976, is delayed for 60 days, from the originally scheduled effective date of March 23, 2001, to a new effective date of May 22, 2001, except for the amendments to Secs. 141.23(i)(1), 141.23(i)(2), 141.24(f)(15), 141.24(h)(11), 141.24(h)(20), 142.16(e), 142.16(j), and 142.16(k) which are effective January 22, 2004. The amendment to Sec. 141.6 in this rule is also effective May 22, 2001.",66 FR 16134,01-7264,2040-AB75,https://www.federalregister.gov/api/v1/documents/01-7264?publication_date=2001-03-23,https://www.federalregister.gov/documents/full_text/text/2001/03/23/01-7264.txt,https://www.federalregister.gov/documents/2001/03/23/01-7264/national-primary-drinking-water-regulations-arsenic-and-clarifications-to-compliance-and-new-source,george-w-bush,2001-03-23 00:00:00 UTC,2001,3,1,1
2001-02-02,,"[{'raw_name': 'Social Security Administration', 'name': 'Social Security Administration', 'id': 470, 'url': 'https://www.federalregister.gov/agencies/social-security-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/470', 'parent_id': None, 'slug': 'social-security-administration'}]",Social Security Administration,"Federal Old-Age, Survivors and Disability Insurance (1950- )",,,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}",,66 FR 8768,00-55522,,https://www.federalregister.gov/api/v1/documents/00-55522?publication_date=2001-02-02,https://www.federalregister.gov/documents/full_text/text/2001/02/02/00-55522.txt,https://www.federalregister.gov/documents/2001/02/02/00-55522/federal-old-age-survivors-and-disability-insurance-1950--,george-w-bush,2001-02-02 00:00:00 UTC,2001,2,0,0
2001-04-09,2001-04-02,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Coast Guard', 'name': 'Coast Guard', 'id': 53, 'url': 'https://www.federalregister.gov/agencies/coast-guard', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/53', 'parent_id': 227, 'slug': 'coast-guard'}]","Transportation Department, Coast Guard","Drawbridge Operation Regulations: Kennebec River, ME","The Commander, First Coast Guard District, has issued a temporary deviation from the drawbridge operation regulations for the Carlton Bridge, mile 14.0, across the Kennebec River between Bath and Woolwich, Maine. This deviation from the regulations authorizes the bridge owner to need not open the Carlton Bridge for vessel traffic from April 2, 2001 through May 13, 2001. This deviation is necessary in order to facilitate necessary repairs at the bridge.",Notice of temporary deviation from regulations.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","This deviation is effective from April 2, 2001, through May 13, 2001.",66 FR 18408,01-8639,,https://www.federalregister.gov/api/v1/documents/01-8639?publication_date=2001-04-09,https://www.federalregister.gov/documents/full_text/text/2001/04/09/01-8639.txt,https://www.federalregister.gov/documents/2001/04/09/01-8639/drawbridge-operation-regulations-kennebec-river-me,george-w-bush,2001-04-09 00:00:00 UTC,2001,4,0,0
2001-02-22,2001-04-02,"[{'raw_name': 'FEDERAL COMMUNICATIONS COMMISSION', 'name': 'Federal Communications Commission', 'id': 161, 'url': 'https://www.federalregister.gov/agencies/federal-communications-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/161', 'parent_id': None, 'slug': 'federal-communications-commission'}]",Federal Communications Commission,"Digital Television Broadcast Service; Sumter, SC","The Commission, at the request of McLaughlin Broadcasting, Inc., licensee of station WQHB-TV, NTSC channel 63, substitutes DTV channel 39 for DTV channel 38 at Sumter, South Carolina. See 65 FR 59796, October 6, 2000. DTV channel 39 can be allotted to Sumter in compliance with the principle community coverage requirements of Section 73.625(a) at reference coordinates (34-06-33 N. and 80-44-35 W.) with a power of 500, HAAT of 269 meters and with a DTV service population of 860 thousand. With this action, this proceeding is terminated.",Final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","Effective April 2, 2001.",66 FR 11118,01-4324,,https://www.federalregister.gov/api/v1/documents/01-4324?publication_date=2001-02-22,https://www.federalregister.gov/documents/full_text/text/2001/02/22/01-4324.txt,https://www.federalregister.gov/documents/2001/02/22/01-4324/digital-television-broadcast-service-sumter-sc,george-w-bush,2001-02-22 00:00:00 UTC,2001,2,0,0
2001-03-09,2001-03-09,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","Health and Human Services Department, Food and Drug Administration",New Animal Drugs; Change of Sponsor,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect the change of sponsor for 25 approved new animal drug applications (NADA's) from Merial Ltd. to Bimeda, Inc.",Final rule.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","This rule is effective March 9, 2001.",66 FR 14072,01-5680,,https://www.federalregister.gov/api/v1/documents/01-5680?publication_date=2001-03-09,https://www.federalregister.gov/documents/full_text/text/2001/03/09/01-5680.txt,https://www.federalregister.gov/documents/2001/03/09/01-5680/new-animal-drugs-change-of-sponsor,george-w-bush,2001-03-09 00:00:00 UTC,2001,3,0,0
2001-04-16,2001-05-01,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Airworthiness Directives; Learjet Model 23, 24, 25, 28, 29, 31, 35, 36, and 55 Series Airplanes","This amendment adopts a new airworthiness directive (AD) that is applicable to all Learjet Model 23, 24, 25, 28, 29, 31, 35, 36, and 55 series airplanes. This action requires an inspection to determine if tires on the main landing gear have a certain part number and certain serial numbers, and replacement with a tire having a part number that does not contain those certain serial numbers, if necessary. This action is necessary to prevent separation of the tread of main landing gear tires, which could cause damage to the structure and major systems of the airplane, and consequent reduced controllability of the airplane on the ground during takeoff and landing. This action is intended to address the identified unsafe condition.",Final rule; request for comments.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","Effective May 1, 2001.",66 FR 19387,01-9018,2120-AA64,https://www.federalregister.gov/api/v1/documents/01-9018?publication_date=2001-04-16,https://www.federalregister.gov/documents/full_text/text/2001/04/16/01-9018.txt,https://www.federalregister.gov/documents/2001/04/16/01-9018/airworthiness-directives-learjet-model-23-24-25-28-29-31-35-36-and-55-series-airplanes,george-w-bush,2001-04-16 00:00:00 UTC,2001,4,0,0
2001-04-20,2001-05-07,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","Transportation Department, Federal Aviation Administration","Airworthiness Directives; Boeing Model 737-600, -700, -800, and -700C Series Airplanes","This amendment supersedes an existing airworthiness directive (AD), applicable to certain Boeing Model 737-600, -700, -800, and -700C series airplanes, that currently requires initial and repetitive inspections of the elevator tab assembly to detect any damage or discrepancy; and corrective actions, if necessary. This amendment clarifies the applicability and certain requirements of the AD. This amendment is prompted by requests for such clarification. The actions specified in this AD are intended to prevent excessive in-flight vibrations of the elevator tab, which could lead to loss of the elevator tab and reduced controllability of the airplane.",Final rule; request for comments.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","Effective May 7, 2001.",66 FR 20194,01-9764,2120-AA64,https://www.federalregister.gov/api/v1/documents/01-9764?publication_date=2001-04-20,https://www.federalregister.gov/documents/full_text/text/2001/04/20/01-9764.txt,https://www.federalregister.gov/documents/2001/04/20/01-9764/airworthiness-directives-boeing-model-737-600--700--800-and--700c-series-airplanes,george-w-bush,2001-04-20 00:00:00 UTC,2001,4,0,0
2001-04-10,2001-05-04,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Coast Guard', 'name': 'Coast Guard', 'id': 53, 'url': 'https://www.federalregister.gov/agencies/coast-guard', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/53', 'parent_id': 227, 'slug': 'coast-guard'}]","Transportation Department, Coast Guard","Drawbridge Operation Regulations: Taunton River, MA","The Commander, First Coast Guard District, has issued a temporary deviation from the drawbridge operation regulations governing the operation of the Brightman Street Bridge, at mile 1.8, across the Taunton River between Somerset and Fall River, Massachusetts. This deviation allows the bridge owner to keep the bridge in the closed position from 9 p.m. on May 4, 2001 through 4 p.m. on May 11, 2001. This action is necessary to facilitate necessary maintenance at the bridge.",Notice of temporary deviation from regulations.,Rule,"{'name': 'George W. Bush', 'identifier': 'george-w-bush'}","This deviation is effective from May 4, 2001 through May 11, 2001.",66 FR 18546,01-8763,,https://www.federalregister.gov/api/v1/documents/01-8763?publication_date=2001-04-10,https://www.federalregister.gov/documents/full_text/text/2001/04/10/01-8763.txt,https://www.federalregister.gov/documents/2001/04/10/01-8763/drawbridge-operation-regulations-taunton-river-ma,george-w-bush,2001-04-10 00:00:00 UTC,2001,4,0,0
2009-03-16,2009-05-15,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Approval and Promulgation of Implementation Plans; Hawaii; Correction,"Under the Clean Air Act, EPA is correcting errors in certain final rules approving or compiling the Hawaii state implementation plan. These errors relate to the title of the plan, removal of variance provisions, and compilations of federally-enforceable regulations. The intended effect is to ensure that the Hawaii state implementation plan is correctly identified in the applicable part of the Code of Federal Regulations.",Direct final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This rule is effective on May 15, 2009 without further notice, unless EPA receives adverse comments by April 15, 2009. If we receive such comments, we will publish a timely withdrawal in the Federal Register to notify the public that this direct final rule will not take effect.",74 FR 11037,E9-4802,,https://www.federalregister.gov/api/v1/documents/E9-4802?publication_date=2009-03-16,https://www.federalregister.gov/documents/full_text/text/2009/03/16/E9-4802.txt,https://www.federalregister.gov/documents/2009/03/16/E9-4802/approval-and-promulgation-of-implementation-plans-hawaii-correction,barack-obama,2009-03-16 00:00:00 UTC,2009,3,0,0
2009-03-18,2009-03-18,"[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",Environmental Protection Agency,Pendimethalin; Pesticide Tolerances for Emergency Exemptions,"This regulation establishes time-limited tolerances for combined residues of pendimethalin, [N-(1-ethylpropyl)-3,4-dimethyl- 2,6-dinitrobenzenamine] and its metabolite 4-[(1-ethylpropyl)amino]-2- methyl-3,5-dinitrobenzyl alcohol, in or on Bermuda grass forage and hay. This action is in response to crisis exemptions issued by the Texas Department of Agriculture and the Oklahoma Department of Agriculture under section 18 of the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA) authorizing use of the pesticide on Bermuda grass pastures and hay fields. This regulation establishes a maximum permissible level for residues of pendimethalin in these feed commodities. The time-limited tolerances expire and are revoked on December 31, 2009.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This regulation is effective March 18, 2009. Objections and requests for hearings must be received on or before May 18, 2009, and must be filed in accordance with the instructions provided in 40 CFR part 178 (see also Unit I.C. of the SUPPLEMENTARY INFORMATION.",74 FR 11489,E9-5831,,https://www.federalregister.gov/api/v1/documents/E9-5831?publication_date=2009-03-18,https://www.federalregister.gov/documents/full_text/text/2009/03/18/E9-5831.txt,https://www.federalregister.gov/documents/2009/03/18/E9-5831/pendimethalin-pesticide-tolerances-for-emergency-exemptions,barack-obama,2009-03-18 00:00:00 UTC,2009,3,0,0
2009-04-21,,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'FEDERAL EMERGENCY MANAGEMENT AGENCY', 'name': 'Federal Emergency Management Agency', 'id': 166, 'url': 'https://www.federalregister.gov/agencies/federal-emergency-management-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/166', 'parent_id': 227, 'slug': 'federal-emergency-management-agency'}]","Homeland Security Department, Federal Emergency Management Agency",Changes in Flood Elevation Determinations,This interim rule lists communities where modification of the Base (1% annual-chance) Flood Elevations (BFEs) is appropriate because of new scientific or technical data. New flood insurance premium rates will be calculated from the modified BFEs for new buildings and their contents.,Interim rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",These modified BFEs are currently in effect on the dates listed in the table below and revise the Flood Insurance Rate Maps (FIRMs) in effect prior to this determination for the listed communities.,74 FR 18152,E9-9063,,https://www.federalregister.gov/api/v1/documents/E9-9063?publication_date=2009-04-21,https://www.federalregister.gov/documents/full_text/text/2009/04/21/E9-9063.txt,https://www.federalregister.gov/documents/2009/04/21/E9-9063/changes-in-flood-elevation-determinations,barack-obama,2009-04-21 00:00:00 UTC,2009,4,0,0
2009-03-13,2009-03-06,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration",Fisheries of the Exclusive Economic Zone Off Alaska; Pacific Cod for American Fisheries Act Catcher Processors Using Trawl Gear in the Bering Sea and Aleutian Islands Management Area,NMFS is prohibiting directed fishing for Pacific cod by American Fisheries Act (AFA) trawl catcher processors in the Bering Sea and Aleutian Islands management area (BSAI). This action is necessary to prevent exceeding the A season allowance of the 2009 Pacific cod total allowable catch (TAC) specified for AFA trawl catcher processors in the BSAI.,Temporary rule; closure.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","Effective 1200 hrs, Alaska local time (A.l.t.), March 6, 2009, though 1200 hrs, A.l.t., April 1, 2009.",74 FR 10840,E9-5472,0648-XN91,https://www.federalregister.gov/api/v1/documents/E9-5472?publication_date=2009-03-13,https://www.federalregister.gov/documents/full_text/text/2009/03/13/E9-5472.txt,https://www.federalregister.gov/documents/2009/03/13/E9-5472/fisheries-of-the-exclusive-economic-zone-off-alaska-pacific-cod-for-american-fisheries-act-catcher,barack-obama,2009-03-13 00:00:00 UTC,2009,3,0,0
2009-04-28,2009-05-11,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'Coast Guard', 'name': 'Coast Guard', 'id': 53, 'url': 'https://www.federalregister.gov/agencies/coast-guard', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/53', 'parent_id': 227, 'slug': 'coast-guard'}]","Homeland Security Department, Coast Guard","Drawbridge Operating Regulations; Gulf Intracoastal Waterway, Galveston, TX","The Commander, Eighth Coast Guard District, has issued a temporary deviation from the regulation governing the operation of the Galveston Causeway Railroad Bascule Bridge across the Gulf Intracoastal Waterway, mile 357.2 west of Harvey Locks, at Galveston, Galveston County, Texas. This deviation provides for the bridge to remain closed to navigation for five hours a day for 14 non-consecutive days in order to perform scheduled maintenance.",Notice of temporary deviation from regulations.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This deviation is effective from 7 a.m. on Monday, May 11, 2009 until noon on Wednesday, June 3, 2009.",74 FR 19134,E9-9635,,https://www.federalregister.gov/api/v1/documents/E9-9635?publication_date=2009-04-28,https://www.federalregister.gov/documents/full_text/text/2009/04/28/E9-9635.txt,https://www.federalregister.gov/documents/2009/04/28/E9-9635/drawbridge-operating-regulations-gulf-intracoastal-waterway-galveston-tx,barack-obama,2009-04-28 00:00:00 UTC,2009,4,0,0
2009-03-26,2009-03-27,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","Commerce Department, National Oceanic and Atmospheric Administration","Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic; Closure",NMFS closes the commercial fishery for king mackerel in the exclusive economic zone (EEZ) in the western zone of the Gulf of Mexico. This closure is necessary to protect the Gulf king mackerel resource.,Temporary rule; closure.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","The closure is effective noon, local time, March 27, 2009, through June 30, 2009.",74 FR 13126,E9-6771,0648-XL91,https://www.federalregister.gov/api/v1/documents/E9-6771?publication_date=2009-03-26,https://www.federalregister.gov/documents/full_text/text/2009/03/26/E9-6771.txt,https://www.federalregister.gov/documents/2009/03/26/E9-6771/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-coastal-migratory-pelagic-resources-of,barack-obama,2009-03-26 00:00:00 UTC,2009,3,0,0
2009-02-20,2009-01-08,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'Coast Guard', 'name': 'Coast Guard', 'id': 53, 'url': 'https://www.federalregister.gov/agencies/coast-guard', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/53', 'parent_id': 227, 'slug': 'coast-guard'}]","Homeland Security Department, Coast Guard","Safety Zone; Underwater Object, Massachusetts Bay, MA.","The Coast Guard is extending the duration of a temporary safety zone surrounding an underwater object located approximately 17 miles northeast of Scituate, Massachusetts in Massachusetts Bay. This action is necessary to ensure that vessels are not endangered by dredging, diving, salvage, anchoring, fishing or other activities in this area. This temporary rulemaking is needed to protect the environment, the commercial fishing industry, and the general public from potential hazards associated with the underwater object.",Temporary final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This rule extends the current temporary regulation, docket number USCG-2008-1272, Safety Zone; Underwater Object, Massachusetts Bay, MA which has been in effect since 11 p.m. January 8, 2009, until 11:59 p.m. January 14, 2009. This current rule will be in effect from 12 a.m. January 15, 2009, until 11:59 p.m. March 14, 2009.",74 FR 7818,E9-3670,1625-AA00,https://www.federalregister.gov/api/v1/documents/E9-3670?publication_date=2009-02-20,https://www.federalregister.gov/documents/full_text/text/2009/02/20/E9-3670.txt,https://www.federalregister.gov/documents/2009/02/20/E9-3670/safety-zone-underwater-object-massachusetts-bay-ma,barack-obama,2009-02-20 00:00:00 UTC,2009,2,0,0
2009-04-21,,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Animal and Plant Health Inspection Service', 'name': 'Animal and Plant Health Inspection Service', 'id': 22, 'url': 'https://www.federalregister.gov/agencies/animal-and-plant-health-inspection-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/22', 'parent_id': 12, 'slug': 'animal-and-plant-health-inspection-service'}]","Agriculture Department, Animal and Plant Health Inspection Service",National Poultry Improvement Plan and Auxiliary Provisions; Correcting Amendment,"In a final rule that was published in the Federal Register on April 1, 2009 (74 FR 14710-14719, Docket No. APHIS-2007-0042), and effective on May 1, 2009, we amended the National Poultry Improvement Plan (the Plan) and its auxiliary provisions by providing new or modified sampling and testing procedures for Plan participants and participating flocks. In that final rule, we amended a section in the Plan to include additional tests for avian influenza, but we neglected to amend the heading of that section to indicate that it now contains some tests that are not blood tests. This document corrects that error.",Final rule; correcting amendment.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}",,74 FR 18115,E9-9098,0579-AC78,https://www.federalregister.gov/api/v1/documents/E9-9098?publication_date=2009-04-21,https://www.federalregister.gov/documents/full_text/text/2009/04/21/E9-9098.txt,https://www.federalregister.gov/documents/2009/04/21/E9-9098/national-poultry-improvement-plan-and-auxiliary-provisions-correcting-amendment,barack-obama,2009-04-21 00:00:00 UTC,2009,4,0,0
2009-03-06,2009-03-06,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","Health and Human Services Department, Food and Drug Administration",New Animal Drugs; Change of Sponsor; Methoxyflurane,"The Food and Drug Administration (FDA) is amending the animal drug regulations to reflect a change of sponsor for a new animal drug application (NADA) from Schering-Plough Animal Health, Inc., to Medical Developments International, Ltd.",Final rule.,Rule,"{'name': 'Barack Obama', 'identifier': 'barack-obama'}","This rule is effective March 6, 2009.",74 FR 9766,E9-4758,,https://www.federalregister.gov/api/v1/documents/E9-4758?publication_date=2009-03-06,https://www.federalregister.gov/documents/full_text/text/2009/03/06/E9-4758.txt,https://www.federalregister.gov/documents/2009/03/06/E9-4758/new-animal-drugs-change-of-sponsor-methoxyflurane,barack-obama,2009-03-06 00:00:00 UTC,2009,3,0,0
